"5ebce77a80771d653f975d92","15120828"
"5ebce77580771d653f970647","22984128"
"628c999a2014851d3c21e67f","17672220"
"61f942a012b8ed7497b04b4c","16698492"
"5ebce77580771d653f9705df","24561792"
"60f26bf99da54a65305f305f","16409916"
"5ff30af29a4dde758c4dc224","24272352"
"61668f471efdf7481335526e","13253724"
"5ebce7e380771d653f981e2d","21117024"
"612f39a738e6c67de4884491","11676060"
"5ebce75c80771d653f96d5fb","19538496"
"61d2bcf705fc356c38cf2293","91782360"
"5ebce75c80771d653f96d602","17040672"
"620626fe12b8ed7497b079d8","93872880"
"5ebce77580771d653f97069d","17251488"
"617fa29705fc356c38ce3e2e","10860408"
"5ebce7e380771d653f981e25","18722880"
"6200ea9a12b8ed7497b066da","14752728"
"5ebce77580771d653f970650","22616064"
"626104442014851d3c2142b2","12254940"
"5ebce75e80771d653f96d941","20117376"
"620626fe12b8ed7497b079d7","62610444"
"62459aa15ba8816da8e3d2bc","10386972"
"5ebce77580771d653f97069e","18250272"
"617fa1c405fc356c38ce3e15","12202200"
"5ebce77580771d653f970698","20064672"
"624165705ba8816da8e3c3d9","94400280"
"5ebce77580771d653f97060e","17304192"
"620cd01312b8ed7497b09026","12385368"
"5ebce7e380771d653f981e2a","20247840"
"6205101712b8ed7497b0762f","15566616"
"5ebce77580771d653f97066f","23430816"
"6228cbe59bb417322e56a440","15856920"
"5ebce77580771d653f97064e","23719392"
"62cee455029d48280753acff","17277336"
"62cee429029d48280753acfa","25140672"
"5ebce7e380771d653f981dfa","10729152"
"5ebce77a80771d653f974a64","12307644"
"5ebce77580771d653f9705e1","20170080"
"616d40e81efdf7481335634d","86511600"
"5ebce77580771d653f97067f","16513632"
"5faa4fbbe49af814f3703cfe","77301360"
"5ebce77580771d653f970684","15593472"
"616420421efdf74813354bcf","12411288"
"5ebce75e80771d653f96d953","20274624"
"62860a612014851d3c21d560","16566264"
"5ebce77580771d653f970609","24429600"
"5fa2727fe49af814f3700f59","94668120"
"5ebce77580771d653f970593","17330112"
"5fa15e3627df1d0740049b90","84939480"
"5ebce77580771d653f970672","16357248"
"6238264f5ba8816da8e3a427","12570300"
"5ebce75e80771d653f96d96c","20432736"
"625956e686765448a32b631c","17356860"
"6183be0005fc356c38ce4d6d","25219296"
"625956e686765448a32b631b","68676544"
"6211652812b8ed7497b09e1b","15303960"
"5ebce77580771d653f97057c","23167296"
"61f7a9db12b8ed7497b04115","12832920"
"5ebce77580771d653f97055e","20695392"
"626104442014851d3c2142af","77580771"
"626104442014851d3c2142b8","62610444"
"626104442014851d3c2142b5","62610444"
"626104442014851d3c2142b3","62610444"
"6225bbcc9bb417322e56942e","16725276"
"6225bbcc9bb417322e56942d","24587712"
"620ccc7312b8ed7497b08fec","16041852"
"5ebce7e380771d653f981e24","23904288"
"5ebce7e380771d653f981e52","12623040"
"5ebce77580771d653f970624","91791360"
"631cb5ef76680518a6107685","47447612"
"5ebce7e380771d653f981de9","12307680"
"5fc2bef58b24642a0b43ec64","95186520"
"5ebce76080771d653f96da33","17383680"
"622778cd9bb417322e569d9d","16409952"
"5ebce75d80771d653f96d8bb","24299136"
"611cc2fe9da54a65305f9018","15698808"
"5ebce77580771d653f9705d1","23563008"
"622778cd9bb417322e569d92","77580771"
"6139acd038e6c67de48868b9","11991420"
"5ebce77580771d653f970563","19854720"
"6139acd038e6c67de48868c4","77580771"
"62615a522014851d3c214a19","13805784"
"5ebce7e380771d653f981e1f","21669120"
"5fe8d008a083272b4b480bc6","78891840"
"6139acd038e6c67de48868a2","77580771"
"618cd13905fc356c38ce6e8c","14988924"
"5ebce75c80771d653f96d5f9","22877856"
"6238290f5ba8816da8e3a45b","13885308"
"5ebce75e80771d653f96d986","21747744"
"626f880e2014851d3c218639","97562520"
"5ebce77580771d653f970659","17619552"
"623d85295ba8816da8e3b973","10071612"
"5ebce75d80771d653f96d8a3","17934912"
"617fa36205fc356c38ce3e3b","16803000"
"6120a0159da54a65305fa14f","24666336"
"611cc3e79da54a65305f9021","16277688"
"5ebce7e380771d653f981e37","24140160"
"5fa05a4b27df1d074004960c","12700728"
"5ebce7e380771d653f981e2b","20563200"
"5fc4d7628b24642a0b43f653","14647320"
"5ebce77580771d653f97066a","22509792"
"61f92b8e12b8ed7497b04acf","99929520"
"5ebce77580771d653f9705c7","17855424"
"5fe6d1daa083272b4b48088e","16330392"
"5ebce77580771d653f97060f","24193728"
"5ebce77580771d653f970660","15015384"
"620513bc12b8ed7497b07681","97303320"
"5ebce77580771d653f970697","17592768"
"5fa15e3627df1d0740049b8f","25534656"
"5fa2727fe49af814f3700f5a","62416570"
"625924c386765448a32b628a","16881624"
"606392ca189f257a0d372314","24745824"
"620b88e912b8ed7497b08aca","17040636"
"620b880112b8ed7497b08aae","24903936"
"5f31b82c04720472e5dd5c64","16409916"
"5f31b82c04720472e5dd5c63","24272352"
"62860a612014851d3c21d561","16566264"
"6211652812b8ed7497b09e15","61201485"
"6211652812b8ed7497b09e16","77580771"
"62860a612014851d3c21d562","62116528"
"622758ea9bb417322e569c78","15147612"
"5ebce77580771d653f9705d8","23010048"
"616420a21efdf74813354bd5","62116528"
"620ccf0412b8ed7497b0901e","15935544"
"5ebce7e380771d653f981e29","23798880"
"61fb859412b8ed7497b052e6","15436188"
"5ebce77580771d653f9705ed","23299488"
"61bdac0105fc356c38cefd20","17013852"
"61bdac0105fc356c38cefd1f","24878016"
"5ebce77580771d653f970587","91791360"
"624d93c35ba8816da8e3e957","13753080"
"5ebce77580771d653f970597","21615552"
"6200d93212b8ed7497b0668e","15174396"
"5ebce77580771d653f97064d","23036832"
"615d6f841efdf74813353bdb","13885344"
"5ebce75d80771d653f96d8b2","21774528"
"62139d2912b8ed7497b0a39d","16593048"
"612211639da54a65305fa3e6","24455520"
"6211652812b8ed7497b09e1c","61221163"
"5ebce77a80771d653f974a90","15120828"
"5ebce77580771d653f970603","22984128"
"612391979da54a65305fa762","16409916"
"612391239da54a65305fa758","24272352"
"612391979da54a65305fa75f","61239197"
"612391979da54a65305fa761","61239123"
"61e8b7e512b8ed7497b00aac","16426406"
"61e8b51612b8ed7497b00a75","24299136"
"61fba24612b8ed7497b0541f","15698808"
"5ebce77580771d653f970605","23563008"
"61ee693b12b8ed7497b01cd8","17013852"
"5ebce75e80771d653f96d999","24878016"
"5ebce79180771d653f97b904","14832288"
"5ebce77580771d653f97062d","15490080"
"6274cd382014851d3c219a3c","14516028"
"5ebce7e380771d653f981e1a","22379328"
"616d29221efdf74813356286","78891480"
"5ebce77580771d653f9706a1","15751584"
"5f0d74e8838eb337c7141dfe","16725276"
"5ebce7e380771d653f981e1c","24587712"
"611f651b9da54a65305f9e1c","16672572"
"611f646c9da54a65305f9e19","24535008"
"62d17e19029d48280753b633","17356860"
"62275c569bb417322e569cbe","11045340"
"62275c569bb417322e569cbc","18907776"
"5ebce77580771d653f97060d","98607600"
"61f92d6e12b8ed7497b04adb","15251256"
"5ebce77580771d653f9705d3","23114592"
"61a109dd05fc356c38ceb199","96775920"
"5ebce77580771d653f970607","17540064"
"5fa6c135e49af814f3702734","99134640"
"5ebce75f80771d653f96d9b3","17775936"
"5ebce7e380771d653f981de0","14516064"
"615568251efdf74813352022","47446360"
"5ebce79180771d653f97b902","13885344"
"61f9095012b8ed7497b04985","78623640"
"5ebce77580771d653f97058d","15725664"
"611e162a9da54a65305f9ab8","16645752"
"623d84e05ba8816da8e3b96d","97035120"
"5ebce77580771d653f970598","17566848"
"6238290f5ba8816da8e3a458","13885308"
"5ebce75e80771d653f96d977","99393840"
"62610bab2014851d3c21431e","86774040"
"5ebce75e80771d653f96d969","16566336"
"5ebce75c80771d653f96d637","15042168"
"5ebce77a80771d653f974a6f","15778656"
"5ebce77580771d653f9705e9","23668416"
"5ebce76080771d653f96da56","15410556"
"613713ee38e6c67de4885f2b","98340120"
"5ebce75d80771d653f96d8b7","17699040"
"6274e6e02014851d3c219aba","12280860"
"5ebce7e380771d653f981e1b","20144160"
"624c0c695ba8816da8e3e470","11911896"
"5ebce77580771d653f970696","19776096"
"6183ee4805fc356c38ce4e32","12175416"
"5ebce77580771d653f9706ad","20037888"
"620cc28212b8ed7497b08fbd","11360700"
"5ebce7e380771d653f981e23","19223136"
"5fae94f08c7df710afc9c8c8","95981040"
"5ebce76080771d653f96da30","17460576"
"5f0486e7f06d563ba40d2495","14410584"
"5ebce77580771d653f97056f","22273920"
"626f880e2014851d3c218636","97562520"
"62610b282014851d3c214310","77837040"
"5ebce75e80771d653f96d956","15646176"
"61f9095012b8ed7497b04986","28201485"
"6125f13538e6c67de4882588","17119224"
"6125f05d38e6c67de488257b","24981696"
"5f47844881304d2132dca56a","11859192"
"5f47844881304d2132dca569","19722528"
"6238290f5ba8816da8e3a45e","47844881"
"623d84e05ba8816da8e3b96c","47844881"
"623d84e05ba8816da8e3b966","77580771"
"6125f34938e6c67de48825a2","86511600"
"5ebce77580771d653f9706ab","16513632"
"61eff2a612b8ed7497b024bf","11411676"
"5ebce75f80771d653f96d9be","19276704"
"6125f6c738e6c67de48825f3","85207320"
"6125f51b38e6c67de48825c6","16383168"
"6278c9532014851d3c21a432","12965472"
"5ebce75c80771d653f96d5e4","20854368"
"62615a9c2014851d3c214a26","95320148"
"5ebce77580771d653f97063e","91785600"
"6183ee4805fc356c38ce4e33","77580771"
"5ebce7e380771d653f981de6","14859936"
"5ebce77a80771d653f974a72","15540696"
"5ebce77580771d653f9705ec","23404032"
"61dade9205fc356c38cf422c","96508080"
"5ebce75e80771d653f96d958","17513280"
"6200d0c312b8ed7497b06666","13543164"
"5ebce77580771d653f970616","21406464"
"5fae9fd48c7df710afc9c950","77580771"
"5fa0594427df1d07400495f7","91514520"
"5ebce75d80771d653f96d8a1","17013888"
"5fbe5b5d8b24642a0b43d38e","12911580"
"5ebce77580771d653f970652","20774880"
"61f7b71312b8ed7497b04198","12543480"
"5ebce77580771d653f970567","20406816"
